optimiser,main_m,main_p,main_t,main_aoa,flap1_m,flap1_p,flap1_t,flap1_aoa,flap2_m,flap2_p,flap2_t,flap2_aoa,gap1,gap2,overlap1,overlap2,C_L,C_D,efficiency,score
CMA-ES,0.089879,0.249189,0.134694,1.664377,0.09,0.372291,0.116453,27.100797,0.071612,0.30005,0.108841,40.584917,0.013164,0.012657,0.011417,0.025461,3.364075,0.120294,27.965541,2.882901
CMA-ES,0.088499,0.308146,0.142813,0.063854,0.08995,0.315874,0.139751,21.695361,0.043856,0.300849,0.107575,42.503277,0.013845,0.00904,0.01704,0.014383,3.196769,0.096224,33.222053,2.811872
CMA-ES,0.089758,0.310666,0.149843,0.420963,0.081013,0.360371,0.138606,27.331525,0.04835,0.368785,0.106882,41.052412,0.009399,0.00871,0.014181,0.004885,3.224373,0.105305,30.619335,2.803152
CMA-ES,0.089451,0.275421,0.147632,0.615067,0.067255,0.30207,0.129289,27.1355,0.070071,0.420559,0.108444,44.864082,0.008964,0.008879,0.008036,0.024769,3.403614,0.117546,28.955471,2.933428
CMA-ES,0.072703,0.27005,0.146703,0.02618,0.078998,0.306504,0.126812,23.558278,0.048867,0.336111,0.102103,44.786673,0.013457,0.008908,0.011772,-0.001849,2.60306,0.107036,24.31937,2.174914
CMA-ES,0.083239,0.400553,0.131675,0.782124,0.084776,0.338574,0.132979,27.327847,0.04839,0.366598,0.113336,40.77634,0.014314,0.009422,0.014647,0.021705,3.222683,0.112324,28.690899,2.773386
CMA-ES,0.088464,0.333098,0.148359,0.174495,0.080147,0.304349,0.126967,26.597247,0.044506,0.315673,0.100089,44.997652,0.009516,0.010826,-0.003604,0.020089,3.279666,0.111813,29.331643,2.832413
CMA-ES,0.088986,0.265601,0.144468,0.735362,0.089877,0.402441,0.137975,23.942373,0.061017,0.367249,0.11141,41.81237,0.013571,0.00893,0.013331,0.012413,3.26872,0.106024,30.829976,2.844624
CMA-ES,0.07598,0.371744,0.140116,0.130151,0.066418,0.335406,0.129441,21.399155,0.071207,0.308395,0.107531,44.930231,0.012202,0.009354,0.012281,0.000102,2.863208,0.100444,28.505476,2.461432
CMA-ES,0.086656,0.322368,0.138862,1.19444,0.083635,0.305302,0.133782,22.769188,0.041504,0.356639,0.105076,37.275995,0.011471,0.010264,0.025734,0.010362,3.05454,0.093887,32.534054,2.678991
CMA-ES,0.076342,0.33533,0.148997,2.964347,0.06225,0.574456,0.132328,26.762607,0.040244,0.330204,0.11219,42.958244,0.012096,0.009367,0.002945,0.003125,3.303153,0.123743,26.693582,2.80818
CMA-ES,0.057925,0.217293,0.154561,0.405985,0.044398,0.303537,0.135819,27.250118,0.056151,0.568532,0.100971,43.754945,0.020248,0.014099,0.004851,0.002152,1.940727,0.176397,11.002015,1.235137
CMA-ES,0.078142,0.226519,0.143489,0.407371,0.045775,0.375695,0.116149,22.051225,0.04283,0.45135,0.111531,38.054931,0.02486,0.013945,0.002992,0.015575,2.911959,0.092064,31.629849,2.543704
CMA-ES,0.059505,0.409336,0.151261,2.432401,0.088991,0.398081,0.113862,23.44758,0.044202,0.316551,0.105818,44.804472,0.010856,0.015935,0.009278,-0.013766,2.469438,0.129498,19.069356,1.951447
CMA-ES,0.045829,0.207082,0.154431,0.880232,0.0747,0.417395,0.139687,27.172151,0.063786,0.414312,0.114814,40.529173,0.026029,0.013835,-0.00292,0.011794,1.910626,0.182913,10.445556,1.178975
CMA-ES,0.076581,0.331173,0.150503,1.046148,0.056087,0.329695,0.13361,19.693977,0.043695,0.45646,0.110194,44.952186,0.018388,0.011473,-0.003807,0.009688,2.672746,0.10374,25.763949,2.257787
